"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","search_term"
"in-fef74e9ef1fe508e","indeed","https://it.indeed.com/viewjob?jk=fef74e9ef1fe508e","https://jobs.iqvia.com/en/jobs/R1535388-3","Local Study Associate Director - Sponsor Dedicated (m/w/d)","IQVIA","Milano, LOM, IT","2026-03-23","fulltime","","","","","",False,"","","","","Milan, Italy \| Full time \| Home\-based \| R1535388**Job available in additional locations**  

To lead Local Study Team(s) (LSTs) at country level to deliver committed components of clinical studies according to agreed resources, budget and timelines complying with Sponsor Procedural Documents, international guidelines such as ICH\-GCP as well as relevant local regulations. In addition to leading LST(s), the Local Study Associate Director (LSAD) may perform site monitoring as needed to support the flexible capacity model. The LSAD is responsible to ensure that sites are identified, site qualifications performed, set up, initiated, monitored, closed and documentation archived.
Responsabilities:* Has the overall responsibility for the study commitments within the country and for timely delivery of data to required quality.
* Leads Local Study Team consisting of CRA(s), CSA(s), for assigned study/studies
* Leads and optimises the performance of the Local Study Team(s) at country level ensuring compliance with Sponsor Procedural Documents, ICH\-GCP and local regulations.
* Ensures, as required, that clinical and operational feasibility assessment of potential studies is performed to the highest quality.
* Coordinates the site selection process by identifying potential sites/investigators, performing initial Site Quality Risk Assessment, and conducting Site Qualification Visits to evaluate suitability and quality risks.
* Ensures timely submission of application/documents to EC/IRB at start up and for the duration of the study. Works together with Regulatory Affairs to ensure timely delivery of application/documents for submissions to Regulatory Authority for the duration of the study, and in line with local regulations.
* Ensures timely preparation of country financial Study Management Agreement (fSMA) and maintains accurate study budget in Sponsor clinical studies financial system by regular checks of the system and financial reports (as agreed with Director, SMM/ Director, Country Head.
* Ensures timely preparation of local Master CSA (including site budget) and amendments as needed.
* Ensures timely preparation of country level Master Informed Consent Form (MICF) and subsequent site level ICFs, as required, including any relevant translations, and in line with relevant Sponsor SOPs and local regulations.
* Ensures all country and site level trial essential documents required by ICH\-GCP prior to study start have been collected and verified for correctness, prior to setting sites ready to enrol, and in line with Sponsor SOPs.
* Plans and coordinates applicable local drug activities (from local purchase or reimbursement to drug destruction).
* Sets up and maintains the study in CTMS at study country level as well as local websites as required by local laws and regulations.
* Oversees, manages and coordinates monitoring activities from site activation through to study closure at country and site level in accordance with the Monitoring Plans.
* Reviews monitoring visit reports (as required and following Sponsor SOPs) and pro\-actively advices the monitor(s) on study related matters.
* Performs any required co\-monitoring, Accompanied Site Visits/training visits with study CRAs.
* Proactively identifies risks and facilitates resolution of complex study problems and issues.
* Organises regular Local Study Team meetings on an agenda driven basis.
* Actively works towards achieving good personal relationships with all Local Study Team members, sites’ staff and global stakeholders.
* Reports study progress/update to the Global Study Associate Director/ Global Study Team including SMM Lead.
* Contributes to patient recruitment strategy including regular communication with participating Investigators as necessary.
* Develops, maintains and reviews risk management plan on country study level: proactively manages sites, stakeholders, local and global vendors and customers to ensure risks are timely identified, mitigated and managed.
* Communicates and co\-ordinates regularly with National Co\-ordinating Investigator / National Lead Investigator on recruitment and other study matters, if applicable.
* Plans and leads National Investigator meet Ensures that all study documents are ready for final archiving and completion of local part of the eTMF.
* Plans and leads activities associated with audits and regulatory inspections in liaison with CQAD and QA.
* Provides input to process development and improvement.
* Provides regular information to Line Managers at country level on study/ies and planned study milestones/key issues.
* Updates Line Managers about the performance of the CRAs/CSAs.
* Ensures that study activities at country level comply with local policies and code of ethics.
* Provides feedback on any research related information including sites/investigators/competing studies that might be useful for the local market.
* Ensures compliance with Sponsor´s Code of Ethics, company policies and procedures relating to people, finance, technology, security and SHE (Safety, Health and Environment).
* Collaborates with local Medical Affairs team.
* Supports SMM in different initiatives (local, regional or global) as agreed with the SMM Line Management.


Requirements:* Bachelor degree in related discipline, preferably in life science, or equivalent qualification (\*).
* Minimum 3 years of experience in Development Operations (CRA, SrCRA) or other related fields (Medical Affairs\-led or Academic\-led studies).
* Good knowledge of international guidelines ICH GCP as well as relevant local regulations.
* Proven ability to lead and motivate cross functional teams to deliver clinical trials according to or ahead of time plan, budget and with required quality.
* Good medical knowledge and ability to learn relevant Sponsor Therapeutic Areas
* Good knowledge of the Drug Development Process.
* Excellent understanding of the Clinical Study Process including monitoring.
* Very good understanding of the Study Drug Handling Process and the Data Management Process.
* Excellent project management skills.
* Excellent team building and interpersonal skills, organizational skill and verbal and written communication skills
* Excellent ability to prioritize and handle multiple tasks, attention to details and negotiation skills.
* Excellent knowledge of spoken and written English and local languages.
* Good ability to learn and to adapt to work with IT systems.
* Ability to travel nationally and internationally as required

*""Please note: due to sponsor requirements for the role only candidates based in the listed location/s will be considered. Any applications from candidates based outside of these locations will not be considered”.*
IQVIA is a leading global provider of clinical research services, commercial insights and healthcare intelligence to the life sciences and healthcare industries. We create intelligent connections to accelerate the development and commercialization of innovative medical treatments to help improve patient outcomes and population health worldwide. Learn more at https://jobs.iqvia.com
IQVIA is committed to integrity in our hiring process and maintains a zero tolerance policy for candidate fraud. All information and credentials submitted in your application must be truthful and complete. Any false statements, misrepresentations, or material omissions during the recruitment process will result in immediate disqualification of your application, or termination of employment if discovered later, in accordance with applicable law. We appreciate your honesty and professionalism.","","https://it.indeed.com/cmp/Iqvia","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/03e043400efdf1e7d2f66b4d0a67997e","http://jobs.iqvia.com","Durham, NC","10,000+","more than $10B (USD)","IQVIA (NYSE:IQV) is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry dedicated to delivering actionable insights.","","","","","","","medical science liaison"
"in-1fa9af4c1df1764e","indeed","https://it.indeed.com/viewjob?jk=1fa9af4c1df1764e","https://theras.recruitee.com/o/medical-science-liaison-nord-centro-italia?source=Indeed","Medical Science Liaison - Nord & Centro Italia","Theras","Alessandria, PIE, IT","2026-03-18","fulltime","","","","","",False,"","","","","Il ruolo di Medical Science Liaison (MSL) riveste un'importanza fondamentale nel contesto della nostra azienda, specializzata distribuzione e nella produzione e di dispositivi biomedicali.


Il/La MSL, sotto la guida della Medical Affairs Manager e a supporto dei due membri del team, agisce come intermediario/a tra l'azienda e la comunità medica, fornendo informazioni scientifiche approfondite sui nostri prodotti, partecipando a dialoghi con opinion leader nel settore medico e contribuendo al continuo sviluppo e comprensione dei nostri dispositivi nel contesto sanitario.


La sua competenza scientifica è essenziale per stabilire relazioni solide con i professionisti della salute, contribuendo così al successo e alla reputazione dei nostri prodotti nel mercato biomedicale.


In particolare, il/la MSL si occupa di:

* **Sviluppo Contenuti Scientifici**: collabora attivamente con la Medical Affairs Manager per la creazione ed elaborazione di materiali scientifici destinati a fornire informazioni dettagliate e aggiornate sulle ultime scoperte scientifiche, ricerche e sviluppi nel settore di riferimento.
* **Creazione di Materiali Didattici:** contribuisce allo sviluppo del materiale educativo, come presentazioni, slide, articoli, e documenti tecnici che sintetizzano informazioni scientifiche complesse per il pubblico target.
* **Partecipazione a Progetti Cross\-Funzionali**: offre un prezioso contributo clinico\-scientifico partecipando attivamente a progetti, anche quelli che coinvolgono diverse funzioni aziendali.
* **Formazione Scientifica del Personale**: assicura un elevato livello di preparazione scientifica del personale, progettando e fornendo programmi di formazione clinico\-scientifica, inclusi affiancamenti sul campo.
* **Relazioni con KOLs e Società Scientifiche**: in stretto coordinamento con la Medical Affairs Manager, sviluppa e mantiene relazioni strategiche con opinion leader e società scientifiche a livello nazionale e internazionale.

  

Titolo di studio: laurea in ambito medico/ingegneristico/scientifico/sanitario.


Esperienza pregressa (2\-4 anni) nel ruolo specifico o in ruoli che possano aver contribuito all'acquisizione di competenze affini a quelle richieste, come ruoli in ambito Sales, Marketing o CRO, a forte connotazione tecnico\-scientifica e all’interno di aziende operanti nel settore medical device o farmaceutico.


Fluente conoscenza della lingua inglese.


Spiccate capacità comunicative e di autonomia nella gestione delle attività.


E’ richiesta la disponibilità a frequenti trasferte (50%\-70%) con principale focus sul centro\-nord Italia e sporadica presenza su le restanti zone del territorio nazionale in occasione di eventi e congressi.


Saranno considerate in via preferenziale le candidature con residenza in **Piemonte o Liguria.**

*Theras promuove un ambiente di lavoro equo, rispettoso delle diversità ed inclusivo per tutte le persone, a partire dal processo di selezione. Tutte le candidature, indipendentemente da etnia, genere, orientamento sessuale, religione, verranno valutate esclusivamente in base alle loro qualifiche, competenze ed esperienze.*","","https://it.indeed.com/cmp/Theras","","","","","","","","","","","","","medical science liaison"
"in-ec31b7b163667fe9","indeed","https://it.indeed.com/viewjob?jk=ec31b7b163667fe9","https://jsv3.recruitics.com/redirect?rx_cid=3436&rx_jobId=R-01281651_1003_rxr-9&rx_url=https%3A%2F%2Fjobs.thermofisher.com%2Fglobal%2Fen%2Fjob%2FR-01281651%2F-Associate-Medical-Director-Neurology%3Frx_a%3D0%26rx_c%3D%26rx_ch%3Djobp4p%26rx_group%3D123525%26rx_id%3Dfb3c5629-563b-11f0-b34f-fd613a562c65%26rx_job%3DR-01281651_1003_rxr-9%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20260324T060409Z%26rx_vp%3Dcpc%26utm_medium%3Dppc%26utm_source%3Drecruitics_indeedorganic","(Associate) Medical Director - Neurology","Thermo Fisher Scientific","Milano, LOM, IT","2025-07-01","fulltime","","","","","",False,"","","","","**Work Schedule**


Standard (Mon\-Fri)**Environmental Conditions**


Office**Job Description**


At Thermo Fisher Scientific, you’ll discover meaningful work that makes a positive impact on a global scale. Join our colleagues in bringing our Mission to life \- enabling our customers to make the world healthier, cleaner and safer. We provide our teams with the resources needed to achieve individual career goals while taking science a step beyond through research, development and delivery of life\-changing therapies. With clinical trials conducted in 100\+ countries and ongoing development of novel frameworks for clinical research through our PPD clinical research portfolio, our work spans laboratory, digital and decentralized clinical trial services. Your determination to deliver quality and accuracy will improve health outcomes that people and communities depend on – now and in the future.

**Discover Impactful Work:**


The (Associate) Medical Director will provide medical support and medical advice for clinical trials and safety evaluation within the Pharmacovigilance department.

**A day in the Life:**

* Provide medical leadership to the study teams, including creating clinical trial protocols while implementing the latest scientific information, contribute to site selection, involved in review and approval of study protocols and amendments, Clinical Study Reports (CSRs), Informed Consent Forms (ICFs), Case Report Forms (CRFs), protocol deviation decisions and other clinical documents as required for the conduct of clinical trials
* Real time Medical Monitoring of clinical studies: ensure medical validity of each individual primary endpoint as well study subject safety, while ensuring medical issues are identified early. Pro\-active customer concern and correction of issues in consultation with the Global Medical Indication Lead
* During initial review of protocol, consults with internal groups and support staff regarding procedural and budgetary items and the necessity for change due to any subsequent protocol amendments. Acquires other functions’ dedication to close gaps and address issues timely and effectively. Serves as chief liaison between sponsor and all PPD, part of Thermo Fisher Scientific internal departments performing the required tasks during all study phases. Educates Investigator sites by delivering a protocol specific lab procedures presentation and demonstration during an investigator meeting. Controls, handles and follows day to day activities during the course of the clinical trial to resolve any issues and answer queries
* Medical point of contact for all internal and external stakeholders: Interact with the investigators as needed, answer questions of IRBs and Health Authorities, prepare and present material to the study executive and independent safety committee if applicable; medical training of site staff at Investigator meetings; CRA training in new indications
* Ensure study compliance for all medical aspects by understanding and applying all relevant SOPs and GCP
* Closely collaborate with the cross functional study team members in order for medical risks, issues, and results to be clear to all involved parties

**Education**

* MD, MB/BS or equivalent degree and strong medical knowledge, shown clinical experience running Neurology patients in hospital practice.
* Epileptology experience would be an advantage

**Knowledge, Skills, Abilities**

* Significant experience within pharmaceutical industry, clinical trials and pharmaceutical medicine is critically important
* Is fluent in spoken and written English
* Shown understanding and experience with NDA submission process.
* Shown understanding of regulatory guidelines for adverse event reporting
* Strong communication \& presentation skills and is a strong teammate


Our Mission is to enable our customers to make the world healthier, cleaner and safer. Watch as our colleagues explain 5 reasons to work with us. As one team of 100,000\+ colleagues, we share a common set of values \- Integrity, Intensity, Innovation and Involvement \- working together to accelerate research, solve complex scientific challenges, drive technological innovation and support patients in need. \#StartYourStory with PPD, part of Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.

**Apply today! http://jobs.thermofisher.com**


Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.","Industrial Manufacturing","https://it.indeed.com/cmp/Thermo-Fisher-Scientific","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/65bd2e4bebb79b1432ac3277ffd57ae7","https://www.thermofisher.com/","168 Third Avenue, Waltham, MA USA 02451","10,000+","more than $10B (USD)","At Thermo Fisher Scientific, our professionals develop critical solutions—and build rewarding careers.","","","","","","","medical science liaison"
"li-4369635150","linkedin","https://www.linkedin.com/jobs/view/4369635150","","Cluster Medical Lead - EGM","Kyowa Kirin International plc.","Milan, Lombardy, Italy","2026-03-21","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/kyowa-kirin-international-plc.","","","","","","","","","","","","","medical science liaison"
"li-4388106069","linkedin","https://www.linkedin.com/jobs/view/4388106069","","Global Director Medical Affairs","Sobi - Swedish Orphan Biovitrum AB (publ)","Milan, Lombardy, Italy","2026-03-19","","","","","","",False,"","","","","","","https://se.linkedin.com/company/sobi","","","","","","","","","","","","","medical science liaison"
"li-4386868338","linkedin","https://www.linkedin.com/jobs/view/4386868338","","Regulatory Affairs Specialist - Medical Device","Professional Recruitment","Brescia, Lombardy, Italy","2026-03-18","","","","","","",False,"","","","","","","https://it.linkedin.com/company/professional-recruitment-srl","","","","","","","","","","","","","medical science liaison"
"li-4384494774","linkedin","https://www.linkedin.com/jobs/view/4384494774","","Medical Science Liaison, Oncology, Italy, Israel, Turkey & Greece","IQVIA","Milan, Lombardy, Italy","2026-03-17","","","","","","",False,"","","","","","","https://www.linkedin.com/company/iqvia","","","","","","","","","","","","","medical science liaison"
"li-4374294703","linkedin","https://www.linkedin.com/jobs/view/4374294703","","Medical Affairs Lead Epilepsy","Neuraxpharm","Milan, Lombardy, Italy","2026-03-17","","","","","","",False,"","","","","","","https://es.linkedin.com/company/neuraxpharm","","","","","","","","","","","","","medical science liaison"
"li-4376580779","linkedin","https://www.linkedin.com/jobs/view/4376580779","","International Medical Advisor - Oncology","Barrington James","Milan, Lombardy, Italy","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/barrington-james","","","","","","","","","","","","","medical science liaison"
"li-4342294307","linkedin","https://www.linkedin.com/jobs/view/4342294307","","Medical Affairs Clinician - Italy","Evolus","Milan, Lombardy, Italy","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/evolusaesthetic","","","","","","","","","","","","","medical science liaison"
